As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
03-10-2021,2,2,-,The Guilty,Movie,Yes,"Oct 1, 2021",2,18
03-10-2021,3,3,-,Maid,TV Show,Yes,"Oct 1, 2021",2,16
03-10-2021,4,4,3,Midnight Mass,TV Show,Yes,"Sep 24, 2021",8,62
03-10-2021,5,5,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",9,58
03-10-2021,6,7,-,Seinfeld,TV Show,,"Oct 1, 2021",2,9
03-10-2021,7,6,-,Britney vs Spears,Movie,Yes,"Sep 28, 2021",5,35
03-10-2021,8,-,-,The DUFF,Movie,,"Oct 1, 2021",1,3
03-10-2021,9,9,9,Cocomelon,TV Show,,"Jun 1, 2020",339,1208
03-10-2021,10,-,6,Grown Ups,Movie,,"Sep 20, 2021",9,48
04-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",15,141
04-10-2021,2,2,-,The Guilty,Movie,Yes,"Oct 1, 2021",3,27
04-10-2021,3,3,-,Maid,TV Show,Yes,"Oct 1, 2021",3,24
04-10-2021,4,4,3,Midnight Mass,TV Show,Yes,"Sep 24, 2021",9,69
04-10-2021,5,8,-,The DUFF,Movie,,"Oct 1, 2021",2,9
04-10-2021,6,5,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",10,63
04-10-2021,7,6,-,Seinfeld,TV Show,,"Oct 1, 2021",3,13
04-10-2021,8,7,-,Britney vs Spears,Movie,Yes,"Sep 28, 2021",6,38
04-10-2021,9,9,10,Cocomelon,TV Show,,"Jun 1, 2020",340,1210
04-10-2021,10,10,5,Grown Ups,Movie,,"Sep 20, 2021",10,49
05-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",16,151
05-10-2021,2,-,-,On My Block,TV Show,Yes,"Mar 16, 2018",2,10
05-10-2021,3,3,-,Maid,TV Show,Yes,"Oct 1, 2021",4,32
05-10-2021,4,2,-,The Guilty,Movie,Yes,"Oct 1, 2021",4,34
05-10-2021,5,4,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",10,75
05-10-2021,6,5,-,The DUFF,Movie,,"Oct 1, 2021",3,14
05-10-2021,7,7,-,Seinfeld,TV Show,,"Oct 1, 2021",4,17
05-10-2021,8,9,7,Cocomelon,TV Show,,"Jun 1, 2020",341,1213
05-10-2021,9,6,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",11,65
05-10-2021,10,-,-,Titanic,Movie,,"Oct 1, 2021",1,1
06-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",17,161
06-10-2021,2,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",3,19
06-10-2021,3,3,-,Maid,TV Show,Yes,"Oct 1, 2021",5,40
06-10-2021,4,4,-,The Guilty,Movie,Yes,"Oct 1, 2021",5,41
06-10-2021,5,5,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",11,81
06-10-2021,6,6,-,The DUFF,Movie,,"Oct 1, 2021",4,19
06-10-2021,7,7,-,Seinfeld,TV Show,,"Oct 1, 2021",5,21
06-10-2021,8,8,8,Cocomelon,TV Show,,"Jun 1, 2020",342,1216
06-10-2021,9,9,6,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",12,67
06-10-2021,10,10,-,Titanic,Movie,,"Oct 1, 2021",2,2
07-10-2021,1,1,-,Squid Game,TV Show,Yes,"Sep 17, 2021",18,171
07-10-2021,2,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",4,28
07-10-2021,3,3,-,Maid,TV Show,Yes,"Oct 1, 2021",6,48
07-10-2021,4,-,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",1,7
07-10-2021,5,4,-,The Guilty,Movie,Yes,"Oct 1, 2021",6,47
07-10-2021,6,-,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",1,5
07-10-2021,7,5,-,Midnight Mass,TV Show,Yes,"Sep 24, 2021",12,85
07-10-2021,8,10,-,Titanic,Movie,,"Oct 1, 2021",3,5
07-10-2021,9,8,-,Cocomelon,TV Show,,"Jun 1, 2020",343,1218
07-10-2021,10,6,-,The DUFF,Movie,,"Oct 1, 2021",5,20
08-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",19,181
08-10-2021,2,3,-,Maid,TV Show,Yes,"Oct 1, 2021",7,57
08-10-2021,3,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",5,36
08-10-2021,4,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",2,14
08-10-2021,5,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",2,11
08-10-2021,6,5,-,The Guilty,Movie,Yes,"Oct 1, 2021",7,52
08-10-2021,7,7,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",13,89
08-10-2021,8,8,-,Titanic,Movie,,"Oct 1, 2021",4,8
08-10-2021,9,9,9,Cocomelon,TV Show,,"Jun 1, 2020",344,1220
08-10-2021,10,10,-,The DUFF,Movie,,"Oct 1, 2021",6,21
09-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",20,191
09-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",8,66
09-10-2021,3,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",3,22
09-10-2021,4,3,-,On My Block,TV Show,Yes,"Mar 16, 2018",6,43
09-10-2021,5,6,2,The Guilty,Movie,Yes,"Oct 1, 2021",8,58
09-10-2021,6,5,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",3,16
09-10-2021,7,8,-,Titanic,Movie,,"Oct 1, 2021",5,12
09-10-2021,8,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",16,58
09-10-2021,9,7,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",14,91
09-10-2021,10,9,9,Cocomelon,TV Show,,"Jun 1, 2020",345,1221
10-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",21,201
10-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",9,75
10-10-2021,3,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",4,30
10-10-2021,4,4,-,On My Block,TV Show,Yes,"Mar 16, 2018",7,50
10-10-2021,5,5,2,The Guilty,Movie,Yes,"Oct 1, 2021",9,64
10-10-2021,6,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",4,21
10-10-2021,7,7,-,Titanic,Movie,,"Oct 1, 2021",6,16
10-10-2021,8,9,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",15,94
10-10-2021,9,10,9,Cocomelon,TV Show,,"Jun 1, 2020",346,1223
10-10-2021,10,-,5,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",13,68
11-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",22,211
11-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",10,84
11-10-2021,3,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",5,38
11-10-2021,4,4,-,On My Block,TV Show,Yes,"Mar 16, 2018",8,57
11-10-2021,5,5,2,The Guilty,Movie,Yes,"Oct 1, 2021",10,70
11-10-2021,6,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",5,26
11-10-2021,7,7,-,Titanic,Movie,,"Oct 1, 2021",7,20
11-10-2021,8,8,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",16,97
11-10-2021,9,-,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",1,2
11-10-2021,10,9,9,Cocomelon,TV Show,,"Jun 1, 2020",347,1224
12-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",23,221
12-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",11,93
12-10-2021,3,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",6,46
12-10-2021,4,4,2,On My Block,TV Show,Yes,"Mar 16, 2018",9,64
12-10-2021,5,-,-,Shameless,TV Show,,"Jun 30, 2016",27,167
12-10-2021,6,9,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",2,7
12-10-2021,7,8,5,Midnight Mass,TV Show,Yes,"Sep 24, 2021",17,101
12-10-2021,8,5,4,The Guilty,Movie,Yes,"Oct 1, 2021",11,73
12-10-2021,9,10,8,Cocomelon,TV Show,,"Jun 1, 2020",348,1226
12-10-2021,10,-,-,The Blacklist,TV Show,,"Sep 15, 2014",9,25
13-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",24,231
13-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",12,102
13-10-2021,3,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",7,54
13-10-2021,4,5,-,Shameless,TV Show,,"Jun 30, 2016",28,174
13-10-2021,5,4,2,On My Block,TV Show,Yes,"Mar 16, 2018",10,70
13-10-2021,6,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",3,12
13-10-2021,7,7,5,Midnight Mass,TV Show,Yes,"Sep 24, 2021",18,105
13-10-2021,8,10,-,The Blacklist,TV Show,,"Sep 15, 2014",10,28
13-10-2021,9,9,8,Cocomelon,TV Show,,"Jun 1, 2020",349,1228
13-10-2021,10,-,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",15,74
14-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",25,241
14-10-2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",13,111
14-10-2021,3,4,-,Shameless,TV Show,,"Jun 30, 2016",29,182
14-10-2021,4,3,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",8,61
14-10-2021,5,5,2,On My Block,TV Show,Yes,"Mar 16, 2018",11,76
14-10-2021,6,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",4,17
14-10-2021,7,7,7,Midnight Mass,TV Show,Yes,"Sep 24, 2021",19,109
14-10-2021,8,9,9,Cocomelon,TV Show,,"Jun 1, 2020",350,1231
14-10-2021,9,8,-,The Blacklist,TV Show,,"Sep 15, 2014",11,30
14-10-2021,10,10,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",16,75
15-10-2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",26,251
15-10-2021,2,2,2,Maid,TV Show,Yes,"Oct 1, 2021",14,120
15-10-2021,3,3,-,Shameless,TV Show,,"Jun 30, 2016",30,190
15-10-2021,4,4,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",9,68
15-10-2021,5,5,3,On My Block,TV Show,Yes,"Mar 16, 2018",12,82
15-10-2021,6,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",5,22
15-10-2021,7,8,9,Cocomelon,TV Show,,"Jun 1, 2020",351,1235
15-10-2021,8,7,7,Midnight Mass,TV Show,Yes,"Sep 24, 2021",20,112
15-10-2021,9,9,-,The Blacklist,TV Show,,"Sep 15, 2014",12,32
15-10-2021,10,10,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",17,76
16-10-2021,1,-,-,You,TV Show,,"Dec 26, 2018",1,10
16-10-2021,2,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",27,260
16-10-2021,3,2,2,Maid,TV Show,Yes,"Oct 1, 2021",15,128
16-10-2021,4,3,-,Shameless,TV Show,,"Jun 30, 2016",31,197
16-10-2021,5,4,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",10,74
16-10-2021,6,7,10,Cocomelon,TV Show,,"Jun 1, 2020",352,1240
16-10-2021,7,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",17,62
16-10-2021,8,5,4,On My Block,TV Show,Yes,"Mar 16, 2018",13,85
16-10-2021,9,-,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",1,2
16-10-2021,10,-,-,Going in Style,Movie,,"Oct 11, 2021",1,1
17-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",2,20
17-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",28,269
17-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",16,136
17-10-2021,4,4,-,Shameless,TV Show,,"Jun 30, 2016",32,204
17-10-2021,5,9,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",2,8
17-10-2021,6,5,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",11,79
17-10-2021,7,6,9,Cocomelon,TV Show,,"Jun 1, 2020",353,1244
17-10-2021,8,10,-,Going in Style,Movie,,"Oct 11, 2021",2,4
17-10-2021,9,-,-,My Name,TV Show,Yes,"Oct 15, 2021",1,2
17-10-2021,10,7,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",18,63
18-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",3,30
18-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",29,278
18-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",17,144
18-10-2021,4,4,-,Shameless,TV Show,,"Jun 30, 2016",33,211
18-10-2021,5,5,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",3,14
18-10-2021,6,9,-,My Name,TV Show,Yes,"Oct 15, 2021",2,7
18-10-2021,7,7,10,Cocomelon,TV Show,,"Jun 1, 2020",354,1248
18-10-2021,8,6,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",12,82
18-10-2021,9,8,-,Going in Style,Movie,,"Oct 11, 2021",3,6
18-10-2021,10,-,-,In the Dark,TV Show,,"Jul 5, 2019",6,7
19-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",4,40
19-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",30,287
19-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",18,152
19-10-2021,4,4,5,Shameless,TV Show,,"Jun 30, 2016",34,218
19-10-2021,5,7,9,Cocomelon,TV Show,,"Jun 1, 2020",355,1254
19-10-2021,6,5,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",4,19
19-10-2021,7,6,-,My Name,TV Show,Yes,"Oct 15, 2021",3,11
19-10-2021,8,10,-,In the Dark,TV Show,,"Jul 5, 2019",7,10
19-10-2021,9,8,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",13,84
19-10-2021,10,9,-,Going in Style,Movie,,"Oct 11, 2021",4,7
20-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",5,50
20-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",31,296
20-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",19,160
20-10-2021,4,4,4,Shameless,TV Show,,"Jun 30, 2016",35,225
20-10-2021,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",356,1260
20-10-2021,6,7,-,My Name,TV Show,Yes,"Oct 15, 2021",4,16
20-10-2021,7,6,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",5,23
20-10-2021,8,8,-,In the Dark,TV Show,,"Jul 5, 2019",8,13
20-10-2021,9,-,-,Riverdale,TV Show,,"May 19, 2017",23,113
20-10-2021,10,10,-,Going in Style,Movie,,"Oct 11, 2021",5,8
21-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",6,60
21-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",32,305
21-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",20,168
21-10-2021,4,4,3,Shameless,TV Show,,"Jun 30, 2016",36,232
21-10-2021,5,5,8,Cocomelon,TV Show,,"Jun 1, 2020",357,1266
21-10-2021,6,6,-,My Name,TV Show,Yes,"Oct 15, 2021",5,21
21-10-2021,7,-,-,Night Teeth,Movie,Yes,"Oct 20, 2021",1,4
21-10-2021,8,9,-,Riverdale,TV Show,,"May 19, 2017",24,116
21-10-2021,9,8,-,In the Dark,TV Show,,"Jul 5, 2019",9,15
21-10-2021,10,-,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",14,85
22-10-2021,1,1,-,You,TV Show,,"Dec 26, 2018",7,70
22-10-2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",33,314
22-10-2021,3,3,2,Maid,TV Show,Yes,"Oct 1, 2021",21,176
22-10-2021,4,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",2,11
22-10-2021,5,4,3,Shameless,TV Show,,"Jun 30, 2016",37,238
22-10-2021,6,5,7,Cocomelon,TV Show,,"Jun 1, 2020",358,1271
22-10-2021,7,8,-,Riverdale,TV Show,,"May 19, 2017",25,120
22-10-2021,8,6,-,My Name,TV Show,Yes,"Oct 15, 2021",6,24
22-10-2021,9,10,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",15,87
22-10-2021,10,9,-,In the Dark,TV Show,,"Jul 5, 2019",10,16
23-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",8,80
23-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",34,323
23-10-2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",22,184
23-10-2021,4,-,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",1,7
23-10-2021,5,6,6,Cocomelon,TV Show,,"Jun 1, 2020",359,1277
23-10-2021,6,5,4,Shameless,TV Show,,"Jun 30, 2016",38,243
23-10-2021,7,4,-,Night Teeth,Movie,Yes,"Oct 20, 2021",3,15
23-10-2021,8,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",19,66
23-10-2021,9,7,-,Riverdale,TV Show,,"May 19, 2017",26,122
23-10-2021,10,9,5,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",16,88
24-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",9,90
24-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",35,332
24-10-2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",23,192
24-10-2021,4,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",2,14
24-10-2021,5,-,-,Inside Job,TV Show,Yes,"Oct 22, 2021",1,6
24-10-2021,6,-,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",1,5
24-10-2021,7,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",4,19
24-10-2021,8,5,7,Cocomelon,TV Show,,"Jun 1, 2020",360,1280
24-10-2021,9,9,-,Riverdale,TV Show,,"May 19, 2017",27,124
24-10-2021,10,6,4,Shameless,TV Show,,"Jun 30, 2016",39,244
25-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",10,100
25-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",36,341
25-10-2021,3,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",3,22
25-10-2021,4,3,3,Maid,TV Show,Yes,"Oct 1, 2021",24,199
25-10-2021,5,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",2,12
25-10-2021,6,6,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",2,10
25-10-2021,7,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",5,23
25-10-2021,8,9,-,Riverdale,TV Show,,"May 19, 2017",28,127
25-10-2021,9,10,4,Shameless,TV Show,,"Jun 30, 2016",40,246
25-10-2021,10,8,7,Cocomelon,TV Show,,"Jun 1, 2020",361,1281
26-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",11,110
26-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",37,350
26-10-2021,3,3,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",4,30
26-10-2021,4,4,3,Maid,TV Show,Yes,"Oct 1, 2021",25,206
26-10-2021,5,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",3,18
26-10-2021,6,8,-,Riverdale,TV Show,,"May 19, 2017",29,132
26-10-2021,7,10,5,Cocomelon,TV Show,,"Jun 1, 2020",362,1285
26-10-2021,8,6,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",3,13
26-10-2021,9,9,4,Shameless,TV Show,,"Jun 30, 2016",41,248
26-10-2021,10,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",6,24
27-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",12,120
27-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",38,359
27-10-2021,3,4,3,Maid,TV Show,Yes,"Oct 1, 2021",26,214
27-10-2021,4,3,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",5,37
27-10-2021,5,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",4,24
27-10-2021,6,6,9,Riverdale,TV Show,,"May 19, 2017",30,137
27-10-2021,7,8,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",4,17
27-10-2021,8,7,5,Cocomelon,TV Show,,"Jun 1, 2020",363,1288
27-10-2021,9,9,4,Shameless,TV Show,,"Jun 30, 2016",42,250
27-10-2021,10,-,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",1,1
28-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",13,130
28-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",39,368
28-10-2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",27,222
28-10-2021,4,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",6,44
28-10-2021,5,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",5,30
28-10-2021,6,10,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",2,6
28-10-2021,7,7,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",5,21
28-10-2021,8,8,5,Cocomelon,TV Show,,"Jun 1, 2020",364,1291
28-10-2021,9,6,8,Riverdale,TV Show,,"May 19, 2017",31,139
28-10-2021,10,-,-,Hypnotic,Movie,Yes,"Oct 27, 2021",1,1
29-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",14,140
29-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",40,377
29-10-2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",28,230
29-10-2021,4,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",7,51
29-10-2021,5,10,-,Hypnotic,Movie,Yes,"Oct 27, 2021",2,7
29-10-2021,6,6,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",3,11
29-10-2021,7,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",6,34
29-10-2021,8,7,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",6,24
29-10-2021,9,8,6,Cocomelon,TV Show,,"Jun 1, 2020",365,1293
29-10-2021,10,9,7,Riverdale,TV Show,,"May 19, 2017",32,140
30-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",15,150
30-10-2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",41,386
30-10-2021,3,5,-,Hypnotic,Movie,Yes,"Oct 27, 2021",3,15
30-10-2021,4,3,3,Maid,TV Show,Yes,"Oct 1, 2021",29,237
30-10-2021,5,4,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",8,57
30-10-2021,6,-,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",1,5
30-10-2021,7,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",20,70
30-10-2021,8,8,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",7,27
30-10-2021,9,6,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",4,13
30-10-2021,10,9,5,Cocomelon,TV Show,,"Jun 1, 2020",366,1294
31-10-2021,1,1,1,You,TV Show,,"Dec 26, 2018",16,160
31-10-2021,2,6,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",2,14
31-10-2021,3,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",42,394
31-10-2021,4,3,-,Hypnotic,Movie,Yes,"Oct 27, 2021",4,22
31-10-2021,5,4,3,Maid,TV Show,Yes,"Oct 1, 2021",30,243
31-10-2021,6,8,6,Maya and the Three,TV Show,Yes,"Oct 22, 2021",8,32
31-10-2021,7,9,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",5,17
31-10-2021,8,5,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",9,60
31-10-2021,9,10,8,Cocomelon,TV Show,,"Jun 1, 2020",367,1296
31-10-2021,10,-,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",1,1
01-11-2021,1,2,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",3,24
01-11-2021,2,1,1,You,TV Show,,"Dec 26, 2018",17,169
01-11-2021,3,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",43,402
01-11-2021,4,5,4,Maid,TV Show,Yes,"Oct 1, 2021",31,250
01-11-2021,5,4,-,Hypnotic,Movie,Yes,"Oct 27, 2021",5,28
01-11-2021,6,8,3,Locke & Key,TV Show,Yes,"Feb 7, 2020",10,65
01-11-2021,7,6,6,Maya and the Three,TV Show,Yes,"Oct 22, 2021",9,36
01-11-2021,8,7,-,King Arthur: Legend of the …,Movie,,"Oct 25, 2021",6,20
01-11-2021,9,9,10,Cocomelon,TV Show,,"Jun 1, 2020",368,1298
01-11-2021,10,10,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",2,2
02-11-2021,1,1,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",4,34
02-11-2021,2,2,1,You,TV Show,,"Dec 26, 2018",18,178
02-11-2021,3,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",44,410
02-11-2021,4,4,4,Maid,TV Show,Yes,"Oct 1, 2021",32,257
02-11-2021,5,6,3,Locke & Key,TV Show,Yes,"Feb 7, 2020",11,71
02-11-2021,6,10,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",3,7
02-11-2021,7,9,7,Cocomelon,TV Show,,"Jun 1, 2020",369,1302
02-11-2021,8,-,-,21 Jump Street,Movie,,"Nov 1, 2021",1,3
02-11-2021,9,-,6,Riverdale,TV Show,,"May 19, 2017",33,142
02-11-2021,10,5,-,Hypnotic,Movie,Yes,"Oct 27, 2021",6,29
03-11-2021,1,2,1,You,TV Show,,"Dec 26, 2018",19,188
03-11-2021,2,1,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",5,43
03-11-2021,3,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",45,418
03-11-2021,4,6,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",4,14
03-11-2021,5,8,-,21 Jump Street,Movie,,"Nov 1, 2021",2,9
03-11-2021,6,4,3,Maid,TV Show,Yes,"Oct 1, 2021",33,262
03-11-2021,7,5,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",12,75
03-11-2021,8,7,8,Cocomelon,TV Show,,"Jun 1, 2020",370,1305
03-11-2021,9,-,-,Replicas,Movie,,"Nov 1, 2021",1,2
03-11-2021,10,9,6,Riverdale,TV Show,,"May 19, 2017",34,143
04-11-2021,1,-,-,The Harder They Fall,Movie,Yes,"Nov 3, 2021",1,10
04-11-2021,2,1,1,You,TV Show,,"Dec 26, 2018",20,197
04-11-2021,3,5,-,21 Jump Street,Movie,,"Nov 1, 2021",3,17
04-11-2021,4,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",46,425
04-11-2021,5,2,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",6,49
04-11-2021,6,4,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",5,19
